,train_mov,train_reg,val_mov,val_reg
0,0.040731705725193024,0.0,6.673948519164696e-06,5.362263982533477e-05
1,4.9026280066755135e-06,0.0,2.2386584532796405e-06,7.799016020726413e-05
2,1.9843246263917536e-06,0.0,1.994749254663475e-06,0.00010498114716028795
3,5.827210770803504e-06,0.0,7.599953164572071e-07,0.00014781090430915356
4,1.522667616882245e-06,0.0,7.346662300733442e-07,0.00019350969523657113
5,2.1844200546183856e-06,0.0,4.282866541416297e-07,0.00027950911317020655
6,2.4126411517499946e-06,0.0,8.525165071660012e-07,0.0003080219030380249
7,9.909596201396198e-07,0.0,7.785384354974667e-07,0.00035898725036531687
8,7.161821145018621e-07,0.0,1.6112450396121858e-07,0.0003493195108603686
9,2.292681756443926e-06,0.0,3.442571596679045e-07,0.0002833408070728183
10,1.2981257668798207e-07,0.0,8.215238267439418e-08,0.0003206756664440036
11,1.3738351754000178e-06,0.0,1.3668555709500652e-07,0.00021840663976036012
12,7.364754992522649e-07,0.0,2.1470540900736523e-07,0.0001732016244204715
13,4.687020407345699e-07,0.0,6.474649012488953e-07,0.00015929967048577964
14,6.477308147623262e-07,0.0,1.9607700352253232e-08,0.00013699787086807191
15,9.71878506561552e-08,0.0,2.0452235105494765e-07,0.00014977538376115263
16,1.8364097797984869e-07,0.0,7.148825531544389e-09,0.0001346680655842647
17,5.143362500348303e-07,0.0,7.053665285638999e-06,0.00010319615103071555
18,1.6867470264969597e-07,0.0,1.6297745730753377e-07,0.0001268416381208226
19,7.848005338928488e-07,0.0,5.365379820432281e-07,0.0001559474185341969
20,2.8567690151248826e-06,0.0,3.763762190800435e-09,9.382406278746203e-05
21,3.833672224118345e-08,0.0,7.300389182063327e-09,9.781756671145558e-05
22,9.843185466706927e-08,0.0,2.2397685484065732e-07,9.854145901044831e-05
23,2.5303032202828035e-07,0.0,2.7014354486709635e-07,8.387637353735045e-05
24,2.3864522802341526e-08,0.0,1.3011696609055434e-08,8.946003072196618e-05
25,3.608115832776093e-07,0.0,9.087302466070923e-09,7.700728747295216e-05
26,1.8521157585382753e-07,0.0,4.3318188147623005e-08,9.353816858492792e-05
27,1.599959347231561e-07,0.0,9.895070007814866e-08,7.676467794226483e-05
28,8.568128606611936e-08,0.0,4.616885096453416e-09,8.823432290228084e-05
29,5.1644221343849495e-08,0.0,4.851890444967921e-09,8.13440274214372e-05
30,1.505465831996844e-07,0.0,2.5652515667218267e-09,8.839574729790911e-05
31,1.8501984300201002e-07,0.0,2.9142037671903154e-09,8.180290024029091e-05
32,7.810782243211634e-09,0.0,3.7777279082718e-09,7.88934194133617e-05
33,1.2291060613733862e-07,0.0,5.85760717708439e-10,7.882282807258889e-05
34,6.745370928484817e-09,0.0,4.334718806120463e-09,7.876467861933634e-05
35,8.447007360246062e-08,0.0,8.513208058502642e-07,8.886955765774474e-05
36,2.170767210429858e-08,0.0,1.2539191907023906e-09,7.20789103070274e-05
37,4.1137866446661064e-08,0.0,7.43391459501197e-10,6.626194954151288e-05
38,3.965113393178399e-08,0.0,4.739947989662596e-09,7.68124737078324e-05
39,2.9265653012089388e-08,0.0,1.8937633683435706e-08,8.16511528682895e-05
40,6.601315050147605e-08,0.0,1.0013870843650352e-09,7.294891111087054e-05
41,5.145849613086284e-08,0.0,2.13687787464778e-08,7.485505193471909e-05
42,1.2664193249634081e-08,0.0,2.5962416660973986e-09,7.648485916433856e-05
43,1.4597784314673845e-08,0.0,3.0097135894635585e-09,8.215250272769481e-05
44,1.93260039083043e-08,0.0,1.4489136113127188e-08,7.646140147699043e-05
45,2.1020431617557733e-08,0.0,5.613742248833375e-10,6.983304774621502e-05
46,5.002398850706413e-08,0.0,1.2401734750255855e-08,7.511486910516396e-05
47,2.9366746812087285e-09,0.0,5.28783850040071e-10,8.155836985679343e-05
48,8.75632721886177e-09,0.0,1.486289868957158e-09,6.632833537878469e-05
49,1.9003932649752642e-08,0.0,5.085491472378578e-10,7.384463242487982e-05
50,5.071318920357726e-09,0.0,3.620974098339502e-08,7.898222247604281e-05
51,1.7677043828712158e-08,0.0,5.411571191160647e-10,6.982695049373433e-05
52,3.6263927416513297e-09,0.0,3.4140779092695084e-10,8.105451706796885e-05
53,4.21107193560033e-09,0.0,3.4550544647515835e-09,7.963235111674294e-05
54,9.994023386639128e-09,0.0,1.125987525441019e-09,7.564263069070876e-05
55,3.2477225353488848e-09,0.0,2.690181233333533e-08,7.933725282782689e-05
56,1.2240473523661421e-08,0.0,9.352706165088875e-09,8.042314584599808e-05
57,3.3105294505730853e-08,0.0,1.3187846648055057e-10,7.50040853745304e-05
58,2.152839018165764e-09,0.0,2.1461237231790165e-09,8.07194082881324e-05
59,3.6946161685591505e-09,0.0,8.867053619132648e-11,8.098655234789476e-05
60,8.878924262489818e-09,0.0,3.948822158150733e-09,7.100991206243634e-05
61,1.1011128675519899e-09,0.0,1.3117812391882921e-10,8.020461245905608e-05
62,3.564788908505534e-09,0.0,6.2869380812458076e-09,8.323011570610106e-05
63,2.716303626471017e-09,0.0,2.581780345067841e-10,8.067697490332648e-05
64,5.733132635299398e-09,0.0,1.168098950898866e-09,8.245358185376972e-05
65,3.6743932341209984e-09,0.0,1.3050091562938348e-10,8.351456926902756e-05
66,6.72806699242301e-09,0.0,1.6737053409876523e-10,7.83941795816645e-05
67,1.8887265085254512e-09,0.0,1.1164177915468088e-10,8.457056537736207e-05
