,train_mov,train_reg,val_mov,val_reg
0,196044608.0,0.0,4524221.5,1079624064.0
1,2153432.25,0.0,447725.0625,3581146.25
2,338704.0,0.0,323368.25,2674991.5
3,303394.84375,0.0,350599.0625,2112051.25
4,266301.03125,0.0,270845.03125,1625337.375
5,226655.84375,0.0,196303.09375,495167.21875
6,171182.828125,0.0,170494.125,58356.96484375
7,93133.8203125,0.0,51041.703125,4948.3984375
8,26005.98046875,0.0,14216.5263671875,844.9185791015625
9,6227.38232421875,0.0,3571.029541015625,183.4399871826172
10,3067.917236328125,0.0,1290.951416015625,92.62775421142578
11,2014.6690673828125,0.0,1239.51611328125,71.5071029663086
12,1269.7481689453125,0.0,1036.2314453125,72.46832275390625
13,997.3385009765625,0.0,3978.347412109375,53.065303802490234
14,746.8197021484375,0.0,1138.5269775390625,44.020992279052734
15,703.6812744140625,0.0,484.8365783691406,54.94301986694336
16,742.3902587890625,0.0,1927.3536376953125,43.07664489746094
17,488.9830627441406,0.0,740.309814453125,55.22688293457031
18,609.9237670898438,0.0,338.41845703125,78.99810791015625
19,425.6415100097656,0.0,444.0359191894531,79.7497329711914
20,380.8751220703125,0.0,389.6355895996094,70.7787094116211
21,330.67010498046875,0.0,234.7220916748047,71.73857116699219
22,535.4273071289062,0.0,441.1883850097656,74.81611633300781
23,298.2660217285156,0.0,157.26596069335938,99.66714477539062
24,327.52557373046875,0.0,229.05633544921875,99.22911834716797
25,251.8061981201172,0.0,149.43313598632812,94.4861068725586
26,199.62139892578125,0.0,657.8363647460938,89.2401123046875
27,232.29833984375,0.0,202.92230224609375,110.59478759765625
28,180.1518096923828,0.0,103.94417572021484,109.91068267822266
29,155.29248046875,0.0,156.26220703125,144.7024688720703
30,134.39964294433594,0.0,376.94537353515625,144.1399383544922
31,162.5301055908203,0.0,335.817138671875,114.68521881103516
32,158.94552612304688,0.0,154.11880493164062,123.90469360351562
33,114.18758392333984,0.0,86.66566467285156,140.76654052734375
34,129.12600708007812,0.0,101.78030395507812,163.01675415039062
35,105.0261459350586,0.0,142.14378356933594,146.88778686523438
36,98.44308471679688,0.0,137.3534698486328,158.6427001953125
37,109.82209777832031,0.0,94.77455139160156,189.44241333007812
38,78.07606506347656,0.0,79.78544616699219,166.9559783935547
39,86.21142578125,0.0,86.80204010009766,197.77560424804688
40,72.7359390258789,0.0,117.73587036132812,209.3671417236328
41,72.24048614501953,0.0,80.1492919921875,216.5365447998047
42,67.39576721191406,0.0,47.344322204589844,194.1058349609375
43,91.98278045654297,0.0,71.1358871459961,211.508544921875
44,52.51428985595703,0.0,90.78810119628906,226.91751098632812
45,65.09178161621094,0.0,88.47940063476562,256.3713073730469
46,54.97517013549805,0.0,57.45930099487305,232.74790954589844
47,51.766021728515625,0.0,82.49714660644531,289.0509033203125
48,59.23322677612305,0.0,81.86184692382812,287.1291198730469
49,40.2773551940918,0.0,35.25259780883789,243.8722686767578
50,40.91701126098633,0.0,55.46462631225586,272.6822204589844
51,37.21818923950195,0.0,38.05710220336914,267.8332214355469
52,38.616737365722656,0.0,119.55313873291016,394.07659912109375
53,32.32687759399414,0.0,49.18707275390625,271.0439147949219
54,33.45130157470703,0.0,77.08285522460938,309.96368408203125
55,33.44963455200195,0.0,36.25995635986328,302.5462951660156
56,27.225656509399414,0.0,38.21414566040039,382.4398498535156
57,25.874645233154297,0.0,24.433225631713867,367.8783874511719
58,24.760324478149414,0.0,38.18074035644531,361.5302734375
59,26.26723861694336,0.0,25.631685256958008,333.8871154785156
60,22.854217529296875,0.0,32.986541748046875,372.1787109375
61,20.543533325195312,0.0,26.301570892333984,378.2515869140625
62,22.116662979125977,0.0,25.93745231628418,324.50616455078125
63,22.135181427001953,0.0,27.753955841064453,382.84765625
64,18.045942306518555,0.0,35.115108489990234,378.23468017578125
65,19.293962478637695,0.0,23.070159912109375,354.3712463378906
66,17.371536254882812,0.0,41.08743667602539,403.21258544921875
67,15.056700706481934,0.0,38.7943000793457,354.25262451171875
68,15.838364601135254,0.0,18.52452850341797,420.16119384765625
69,14.626416206359863,0.0,45.90218734741211,447.8045349121094
70,13.725499153137207,0.0,18.37686538696289,418.01239013671875
71,13.747591972351074,0.0,29.849925994873047,378.73382568359375
72,13.24679183959961,0.0,26.60299301147461,414.888916015625
73,13.146047592163086,0.0,19.408506393432617,448.3959045410156
74,11.734546661376953,0.0,16.812946319580078,437.915283203125
75,11.548903465270996,0.0,27.511919021606445,494.542236328125
76,12.000836372375488,0.0,15.07817268371582,466.134765625
77,9.811962127685547,0.0,14.78278636932373,460.1515197753906
78,9.310426712036133,0.0,15.157899856567383,495.3564453125
79,9.4703369140625,0.0,21.38951301574707,473.9451904296875
80,9.955869674682617,0.0,14.18223762512207,478.9560546875
81,8.106789588928223,0.0,17.88727378845215,476.38323974609375
82,8.820039749145508,0.0,15.48957347869873,479.0635986328125
83,9.627348899841309,0.0,15.72182846069336,524.8468627929688
84,6.7533087730407715,0.0,21.556259155273438,521.1531372070312
85,7.7517900466918945,0.0,15.215703010559082,522.2463989257812
86,7.14608097076416,0.0,14.322882652282715,547.9859619140625
87,6.59465217590332,0.0,13.148544311523438,533.4926147460938
88,6.53324556350708,0.0,11.988216400146484,552.9244384765625
89,6.216811180114746,0.0,12.331594467163086,538.0177612304688
90,6.239682674407959,0.0,13.348275184631348,529.4540405273438
91,5.879343509674072,0.0,16.21189308166504,510.5935974121094
92,6.840329647064209,0.0,15.030936241149902,580.9801025390625
93,5.291432857513428,0.0,20.39201545715332,535.0164794921875
94,6.1800384521484375,0.0,12.441937446594238,594.221923828125
95,4.963456630706787,0.0,13.87621021270752,576.0718383789062
96,5.032776355743408,0.0,12.718152046203613,517.279541015625
97,5.562573432922363,0.0,12.119162559509277,553.558349609375
98,4.739133834838867,0.0,12.639045715332031,587.1680297851562
99,5.127546310424805,0.0,15.560611724853516,576.6575927734375
