,train_mov,train_reg,val_mov,val_reg
0,209232592.0,0.0,5323538.0,0.0
1,2282122.25,0.0,901830.25,0.0
2,867570.1875,0.0,679007.625,0.0
3,726904.75,0.0,676026.875,0.0
4,604985.875,0.0,450974.5625,0.0
5,435234.3125,0.0,309471.1875,0.0
6,317504.4375,0.0,344783.375,0.0
7,242137.0625,0.0,232256.578125,0.0
8,203263.078125,0.0,201359.921875,0.0
9,165593.859375,0.0,202296.96875,0.0
10,136311.421875,0.0,192635.703125,0.0
11,171264.21875,0.0,166816.40625,0.0
12,147331.65625,0.0,218837.796875,0.0
13,154336.15625,0.0,149564.09375,0.0
14,104379.453125,0.0,140623.9375,0.0
15,183425.28125,0.0,554371.5,0.0
16,117872.5,0.0,115478.796875,0.0
17,107129.5390625,0.0,113573.8203125,0.0
18,78603.125,0.0,305309.78125,0.0
19,87013.015625,0.0,126914.859375,0.0
20,74560.53125,0.0,170439.875,0.0
21,79105.0,0.0,153159.671875,0.0
22,74751.578125,0.0,153103.40625,0.0
23,54310.203125,0.0,279743.5,0.0
24,100918.171875,0.0,99935.8828125,0.0
25,52631.765625,0.0,173190.984375,0.0
26,73437.25,0.0,116029.125,0.0
27,43590.75,0.0,105750.8515625,0.0
28,96502.8515625,0.0,136034.0,0.0
29,47626.06640625,0.0,87550.953125,0.0
30,58106.7421875,0.0,160322.5625,0.0
31,130559.453125,0.0,151661.9375,0.0
32,108961.75,0.0,113163.015625,0.0
33,69391.3984375,0.0,72031.9296875,0.0
34,67341.125,0.0,106977.1328125,0.0
35,53512.1796875,0.0,199161.96875,0.0
36,56331.05078125,0.0,149666.453125,0.0
37,52338.40234375,0.0,125115.2265625,0.0
38,46339.9609375,0.0,141864.984375,0.0
39,57467.5703125,0.0,125427.125,0.0
40,34516.81640625,0.0,212019.796875,0.0
41,51687.12109375,0.0,110321.5625,0.0
42,44437.0,0.0,123918.796875,0.0
43,49954.546875,0.0,112013.625,0.0
44,26535.22265625,0.0,341783.90625,0.0
45,56892.96875,0.0,189918.9375,0.0
46,41983.3984375,0.0,212948.4375,0.0
47,37165.609375,0.0,209752.984375,0.0
48,33478.1640625,0.0,146512.078125,0.0
49,33401.234375,0.0,164769.140625,0.0
50,43565.48828125,0.0,123244.765625,0.0
51,30971.548828125,0.0,108947.828125,0.0
52,67409.125,0.0,169507.765625,0.0
53,38197.1171875,0.0,78393.546875,0.0
54,24894.044921875,0.0,226180.203125,0.0
55,134984.53125,0.0,123697.0859375,0.0
56,27118.14453125,0.0,174485.109375,0.0
57,36032.37109375,0.0,399119.0625,0.0
58,35888.5234375,0.0,116068.6328125,0.0
59,33428.4140625,0.0,117227.5703125,0.0
60,26957.2265625,0.0,255254.859375,0.0
61,31564.40234375,0.0,131364.375,0.0
62,25694.791015625,0.0,104075.21875,0.0
63,32427.080078125,0.0,128413.703125,0.0
64,19646.365234375,0.0,84082.203125,0.0
65,49657.92578125,0.0,531364.3125,0.0
66,38919.828125,0.0,151705.234375,0.0
67,24896.439453125,0.0,142127.328125,0.0
68,32123.919921875,0.0,199076.765625,0.0
69,26393.9375,0.0,348378.0,0.0
70,30775.171875,0.0,212435.640625,0.0
71,32474.537109375,0.0,193429.375,0.0
72,21243.794921875,0.0,149626.328125,0.0
73,28330.076171875,0.0,171803.734375,0.0
74,38224.23828125,0.0,173494.921875,0.0
75,21628.419921875,0.0,180471.28125,0.0
76,29367.634765625,0.0,173902.625,0.0
77,22672.234375,0.0,257621.640625,0.0
78,28238.828125,0.0,166359.671875,0.0
79,17623.232421875,0.0,220559.265625,0.0
80,23208.451171875,0.0,139500.828125,0.0
81,12934.0498046875,0.0,290633.4375,0.0
82,18094.515625,0.0,229942.328125,0.0
83,55896.81640625,0.0,225843.734375,0.0
84,17021.8125,0.0,224142.6875,0.0
85,16890.08203125,0.0,217668.375,0.0
86,17435.07421875,0.0,557497.1875,0.0
87,16838.115234375,0.0,412964.1875,0.0
88,18971.84765625,0.0,610725.1875,0.0
89,20541.642578125,0.0,302266.65625,0.0
90,15256.7724609375,0.0,415703.5625,0.0
91,11668.5087890625,0.0,528821.5625,0.0
92,24640.37109375,0.0,346659.46875,0.0
93,18433.029296875,0.0,317326.5625,0.0
94,14588.74609375,0.0,309832.25,0.0
95,15194.1708984375,0.0,324369.25,0.0
96,12632.0400390625,0.0,476419.5625,0.0
97,39316.796875,0.0,274741.40625,0.0
98,14746.658203125,0.0,343627.3125,0.0
99,11367.9814453125,0.0,402313.9375,0.0
