,train_mov,train_reg,val_mov,val_reg
0,0.38585716485977173,0.0,0.2888118028640747,96.21224212646484
1,0.2511104643344879,0.0,0.21686188876628876,987.9165649414062
2,0.16673974692821503,0.0,0.13024209439754486,498.06610107421875
3,0.11999023705720901,0.0,0.11249338835477829,392.8460693359375
4,0.0955905169248581,0.0,0.09329699724912643,226.66287231445312
5,0.0803690254688263,0.0,0.07528617978096008,172.7360382080078
6,0.07069692015647888,0.0,0.07161595672369003,206.02023315429688
7,0.06045866757631302,0.0,0.05477190017700195,160.5575408935547
8,0.05672234669327736,0.0,0.05144066363573074,209.61981201171875
9,0.048204515129327774,0.0,0.0495486706495285,199.89451599121094
10,0.04437121003866196,0.0,0.04278874769806862,212.6797637939453
11,0.04231563210487366,0.0,0.057682186365127563,313.2146911621094
12,0.03859904780983925,0.0,0.03519251570105553,292.9407653808594
13,0.03512541204690933,0.0,0.036790281534194946,589.139892578125
14,0.0373477078974247,0.0,0.03368289768695831,736.1314697265625
15,0.03230183199048042,0.0,0.03977857530117035,651.4983520507812
16,0.032452162355184555,0.0,0.03479019179940224,499.73101806640625
17,0.029728299006819725,0.0,0.031171316280961037,410.4829406738281
18,0.030577197670936584,0.0,0.02816736325621605,537.7557373046875
19,0.030105551704764366,0.0,0.029909832403063774,569.328369140625
20,0.02793046459555626,0.0,0.02981688641011715,853.274658203125
21,0.026426242664456367,0.0,0.026942957192659378,806.4450073242188
22,0.02535307966172695,0.0,0.02588839828968048,865.1980590820312
23,0.02694675885140896,0.0,0.02582216076552868,533.0543823242188
24,0.02483617700636387,0.0,0.025133121758699417,810.9677734375
25,0.02611495368182659,0.0,0.025190167129039764,678.650390625
26,0.02542373724281788,0.0,0.023344818502664566,983.6591186523438
27,0.023897921666502953,0.0,0.025056390091776848,1048.241455078125
28,0.023756669834256172,0.0,0.023376083001494408,1110.12060546875
29,0.021980270743370056,0.0,0.02150360867381096,1388.620361328125
30,0.024010563269257545,0.0,0.021994752809405327,1431.521484375
31,0.022698068991303444,0.0,0.022098852321505547,1410.377685546875
32,0.021584732457995415,0.0,0.025409316644072533,2895.284423828125
33,0.02194470725953579,0.0,0.02409771829843521,2185.3017578125
34,0.021196560934185982,0.0,0.023030398413538933,1856.7410888671875
35,0.020074894651770592,0.0,0.02207399718463421,2515.117431640625
36,0.020467817783355713,0.0,0.02377343364059925,2452.691162109375
37,0.019700990989804268,0.0,0.01979852467775345,2549.27880859375
38,0.0193907730281353,0.0,0.020602090284228325,3848.072509765625
39,0.018670568242669106,0.0,0.022549491375684738,3709.218017578125
